X;C1;C11;C12;C13;C14;C15;C16;C17;C18;C19;C2;C3;C4;C5;C6;C7;C8;C9
page web;0.030303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
navigateur;0.214286;0.259259;0;0;0;0.254545;0;0.173913;0.141026;0.175439;0;0;0.25;0;0;0;0;0
serveur web;0.030303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
fichier;0;0;0;0;0;0.196429;0;0.253968;0;0.181818;0.12963;0.217391;0.235294;0;0;0.214286;0;0
client;0;0;0;0.195652;0;0;0.170732;0;0.15942;0;0.2;0;0;0.0967742;0;0.173077;0.208333;0
base de donnée;0.190476;0.271186;0;0.183333;0;0.151515;0;0;0.28;0;0;0;0;0;0.270833;0;0.174603;0.35
donnée;0;0.195652;0;0;0;0.12;0;0;0.1875;0;0;0;0;0;0.242424;0;0.102041;0.270833
php;0.145833;0;0.128205;0;0;0;0;0;0;0.173913;0.162791;0;0;0.153846;0;0.212766;0.173913;0
javascript;0;0;0;0;0;0;0;0;0.0185185;0;0;0;0;0;0;0;0;0
code;0;0;0;0;0.173913;0;0;0.132075;0;0.121951;0;0.15625;0;0;0;0;0.15;0
texte;0.195122;0.166667;0;0.153846;0;0;0;0;0;0;0.157895;0;0.179487;0;0;0;0;0
concerner;0.030303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commentaire;0;0;0;0;0.1875;0;0;0.0833333;0;0;0.0967742;0;0;0;0;0;0;0
délimiter;0.0588235;0;0;0;0;0;0;0;0;0;0.0689655;0;0;0;0;0;0;0
gras;0;0;0;0;0.0769231;0;0;0;0;0;0;0;0;0;0;0;0;0
fois;0;0;0;0;0;0;0;0.0425532;0;0;0;0;0;0;0;0;0.0606061;0
lien hypertextes;0;0;0;0;0.0769231;0;0;0;0;0;0;0;0;0;0;0;0;0
url;0;0;0;0.0666667;0;0;0;0;0;0;0;0;0;0;0;0.0555556;0;0
case à cocher;0;0;0;0;0;0;0.0869565;0;0;0;0.0689655;0;0;0;0;0;0;0
post;0.159091;0;0;0;0;0;0;0;0;0.25;0;0;0.170732;0;0;0.177778;0.162791;0
nombre;0.184211;0.285714;0;0.162162;0;0.213333;0;0.211765;0.321429;0;0.164384;0.111111;0;0;0.151515;0;0;0.246753
text;0;0;0;0.176471;0.2;0;0;0;0;0;0;0;0;0;0;0;0.162162;0.111111
sélectionner;0;0.030303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
langage;0;0;0.212121;0.119048;0;0;0;0.163636;0;0;0;0;0.2;0;0;0.204545;0;0
zones;0.0588235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05
utilisateur;0.111111;0;0;0;0;0;0.16;0;0;0.114286;0;0;0;0;0;0;0;0
affectation;0;0;0;0;0;0;0;0;0.0185185;0;0;0;0;0;0;0;0;0
syntaxe;0;0;0.0869565;0;0;0;0;0.0425532;0;0;0;0;0;0;0;0;0;0
case;0;0;0;0;0;0;0;0;0.0363636;0;0;0;0;0;0;0.0555556;0;0
associer;0.030303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
personne;0.0588235;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0
structure de contrôle;0;0;0.0454545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
définition;0;0;0;0;0;0.0294118;0;0;0;0;0;0;0;0;0;0;0;0
méthode post;0.146341;0;0.16129;0;0.08;0.142857;0;0;0;0;0;0;0.189189;0.157895;0;0;0;0
fermeture;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0285714;0;0
passwd;0;0;0;0;0;0;0.0454545;0;0;0;0;0;0;0;0;0;0;0
machine;0.030303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mysql;0.162791;0.190476;0;0;0;0;0.147059;0;0.145161;0;0;0;0;0;0;0;0;0.166667
salaire;0.0588235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0606061;0
jour;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03125;0
programmation;0;0;0.16;0;0;0;0.16;0;0;0;0;0.153846;0;0;0;0;0;0
site;0;0;0;0.211538;0;0;0;0;0.222222;0.157895;0;0;0;0;0.204545;0.169492;0.245283;0.237288
types;0;0;0.184211;0;0;0;0.184211;0.169492;0.203125;0;0.214286;0;0;0;0;0;0;0.127273
session;0;0;0;0;0;0;0;0;0;0;0.0689655;0;0;0;0;0.0555556;0;0
entités;0;0.030303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
côté serveur;0;0;0;0;0;0;0;0;0;0;0.0357143;0;0;0;0;0;0;0
langage de script;0;0.169014;0.2;0;0;0.217391;0;0.333333;0.209302;0;0;0.196721;0.19403;0;0;0.197183;0;0.141026
internet;0;0;0;0.0344828;0;0;0;0;0;0;0;0;0;0;0;0;0;0
avoir accès;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0285714;0;0
système;0;0;0;0.0344828;0;0;0;0;0;0;0;0;0;0;0;0;0;0
valeur par défaut;0;0;0;0;0;0;0;0;0.0185185;0;0;0;0;0;0;0;0;0
menu;0;0;0;0.0344828;0;0;0;0;0;0;0;0;0;0;0;0;0;0
afficher;0;0;0;0;0;0.108108;0;0;0;0.114286;0;0;0;0;0;0;0;0.0952381
nécessaire;0;0.0588235;0;0;0;0;0;0.0425532;0;0;0;0;0;0;0;0;0;0
serveur;0;0;0;0.205128;0.192308;0;0;0.163636;0.125;0;0.243243;0;0;0;0;0;0;0
class;0;0;0;0;0;0;0;0;0;0;0;0.0833333;0;0;0;0;0.0606061;0
composer;0;0;0;0;0;0;0;0;0;0;0;0;0;0.125;0;0;0;0
chaîne;0;0;0.212121;0;0;0;0;0.185185;0.0909091;0;0;0.205882;0;0;0;0.177778;0;0
helvetica;0;0.030303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
côté client;0;0;0;0;0;0;0;0;0;0;0.0357143;0;0;0;0;0;0;0
list;0;0;0;0;0;0;0;0;0;0;0;0;0.0333333;0;0;0;0;0
mode;0;0;0;0;0;0;0;0.0217391;0;0;0;0;0;0;0;0;0;0
configuration;0;0;0;0;0;0;0;0;0;0;0;0;0;0.125;0;0;0;0
xml;0;0;0;0;0;0;0;0;0;0;0;0;0;0.125;0;0;0;0
web;0;0;0;0;0.142857;0;0.0869565;0;0;0;0;0;0;0;0;0;0;0
méthode;0;0;0;0;0;0.0810811;0.12;0;0;0;0;0.16;0;0;0;0;0;0
bits;0;0;0;0;0;0;0;0.0217391;0;0;0;0;0;0;0;0;0;0
conditionnelle;0;0;0;0;0;0;0;0;0.0185185;0;0;0;0;0;0;0;0;0
foreach;0;0;0;0;0;0;0.172414;0;0;0.157895;0;0;0;0;0;0.146341;0.189189;0
pouvoir;0;0;0;0;0;0;0;0.0217391;0;0;0;0;0;0;0;0;0;0
mot;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.025641
information;0;0.030303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
varchar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0526316;0;0;0
timestamp;0;0;0;0;0;0;0;0;0;0;0;0.0833333;0;0;0;0.0555556;0;0
easyphp;0;0;0;0;0;0;0;0.0217391;0;0;0;0;0;0;0;0;0;0
casse;0;0;0;0;0;0;0;0;0;0;0.0357143;0;0;0;0;0;0;0
sauvegarder;0;0;0;0.0344828;0;0;0;0;0;0;0;0;0;0;0;0;0;0
insert;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0526316;0;0;0
pouvoir;0;0.128205;0;0;0;0;0;0;0;0.131579;0;0;0;0;0.2;0;0;0.162791
impossible;0;0.030303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
