X;C1;C11;C12;C13;C14;C15;C16;C17;C18;C19;C2;C3;C4;C5;C6;C7;C8;C9
page web statiques;0.00288184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
disque dur;0.0360111;0;0;0;0;0;0;0.0114638;0;0.00965018;0;0;0;0;0.0104586;0.0487805;0;0
client serveur;0.143195;0.185022;0;0;0.161146;0.161421;0.176525;0.168683;0.165499;0.155533;0;0;0;0.167361;0.170361;0;0;0.167129
ensemble;0.0114286;0;0;0;0.00587372;0;0;0.00356189;0;0;0;0;0;0;0;0;0;0
perl;0.157534;0.136041;0.140575;0;0;0.129358;0;0.158196;0;0.134921;0;0.158873;0.177471;0.162444;0;0;0;0.145161
python;0.0634921;0.0216886;0;0;0;0;0;0;0;0.0179426;0;0.019403;0;0.0238313;0.0206677;0;0;0
java;0.129686;0;0.192687;0.139388;0.168013;0.183709;0.154221;0.200254;0;0.194362;0.149296;0.181922;0;0.181407;0.192951;0.089422;0;0
code source;0.137037;0.0896797;0.0859539;0.167677;0.127685;0;0;0.0999207;0;0.0789177;0;0;0;0.0965347;0.0919708;0;0;0
fichier texte;0.164789;0.141361;0;0;0;0.120073;0;0.142041;0;0.144779;0.133172;0.143678;0.140167;0.154192;0.136303;0.133971;0;0
mise en forme;0.0645161;0.0439061;0;0.103627;0.0701754;0.0317618;0;0;0.0494924;0.0401417;0;0;0.0661765;0;0;0;0;0
affichage;0.0962766;0.295909;0.278109;0;0.216065;0.378044;0.191147;0;0.228977;0.356883;0.139108;0.294395;0.206646;0.261245;0.293058;0.0853795;0;0.290293
chemin;0.097561;0;0;0;0;0.0268256;0;0.0444065;0;0.0318396;0;0;0;0.0411081;0.0390016;0;0;0.0410348
textuels;0.00288184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
page web dynamique;0.019774;0;0;0.0220126;0;0;0;0.0071048;0;0;0;0;0;0;0.00566343;0;0;0
champ de saisie;0.0989899;0.0742647;0;0.10917;0.0964912;0.0587947;0;0;0;0.0646651;0.0901503;0;0.078877;0;0;0;0.0962025;0.0552301
size;0.0303867;0;0;0;0;0;0;0;0;0.009656;0;0.00981873;0;0.012093;0;0;0.048;0
vide;0.0114286;0.00315706;0;0;0;0;0;0.00356189;0;0;0;0;0;0;0;0;0;0
liste déroulante;0.0169492;0.00630418;0;0;0;0;0;0;0;0;0;0;0.00972447;0;0.00566802;0;0;0
déclencher;0.0114286;0.00315706;0;0;0;0;0;0;0;0;0;0.00304414;0;0;0;0;0;0
réinitialisation;0.0114286;0.00315706;0;0;0;0;0;0;0;0;0.0087146;0;0;0;0;0;0;0
langage impératif;0.00288184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
impératif;0.00574713;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00162602;0;0;0
booléen;0.143595;0.194805;0.177791;0.127368;0.176759;0.197889;0.156173;0.173533;0;0.189817;0.145009;0.190914;0.134106;0;0;0.0974529;0.0921053;0
réalité;0.0846561;0.0247104;0;0;0;0.0160401;0;0.0278019;0;0.0190703;0;0;0;0;0.0253968;0;0;0
concatène;0.0225989;0.00629426;0;0;0;0;0;0.00709849;0;0.00483676;0;0;0;0;0;0;0;0
addition;0.131696;0;0.0577485;0.121429;0;0.0468211;0;0.06934;0;0;0;0.0477208;0;0;0.0578827;0;0;0.0579084
soustraction;0.0945274;0;0.0329341;0.0918919;0;0.0249128;0;0.0429923;0;0;0;0;0;0;0.0344288;0;0;0.0339589
multiplié;0.0114286;0.00315706;0;0;0;0;0;0.00356189;0;0;0;0;0;0;0;0;0;0
modulo;0.159213;0.0951714;0.097443;0;0;0.088419;0.134204;0.104977;0;0.0792244;0;0.0943652;0;0;0;0;0;0.0972669
égalité;0.0634921;0.024864;0;0;0;0;0.041116;0.0244115;0;0;0;0;0.0374415;0.0257117;0;0;0;0
logiques;0.145092;0.297482;0.324827;0;0.20649;0.407073;0.210762;0.302744;0;0.369748;0.157076;0.317542;0;0.266399;0.301429;0.0883948;0.101259;0.267857
prenom;0.115942;0.0887784;0;0;0;0.078744;0;0;0.0960894;0.0892553;0;0;0;0.0883074;0.0800288;0.131222;0.129754;0.0872757
initialiser;0.113169;0;0;0;0;0.0491006;0;0.0656934;0;0.0660104;0.0961214;0.0628531;0;0.0689362;0.0643231;0.112565;0;0
dépendre;0.0882353;0.0357686;0.0328358;0;0;0.0269058;0.0562588;0;0;0;0;0.0345334;0;0;0.0367475;0;0;0
phase;0.019774;0;0;0;0;0;0;0;0;0.00483969;0;0;0;0.00654818;0.00566343;0;0;0
être utile;0.117073;0.0408781;0.038633;0;0;0.0297767;0;0.0458794;0;0;0;0.0379562;0;0;0.0436137;0;0;0
boucle while;0.0928074;0;0.0420975;0;0;0.0408774;0;0.047138;0.0515723;0.0387097;0;0;0;0;0;0;0.100917;0.0513274
euro;0.019774;0;0;0;0.010219;0;0;0;0;0.00483969;0;0;0;0;0.00566343;0;0;0
etc;0.137131;0;0;0;0;0.0517073;0;0.0771757;0;0.0581128;0;0.062942;0;0.0754717;0.069225;0;0;0.0753425
détruire;0.0452128;0;0.0167811;0;0;0.0146391;0;0;0.0257104;0;0;0;0;0;0;0.0820312;0;0.0211592
second;0.0608466;0.0201238;0;0;0;0.0150905;0;0;0;0.0167364;0;0.0201794;0;0;0;0;0;0.0210046
ordinateur;0.0225989;0;0;0;0;0;0;0.00709849;0;0;0;0;0;0;0.00647249;0;0;0.00746965
éducation;0;0.00158103;0;0;0;0;0;0;0;0;0;0;0;0;0.00162602;0;0;0
technologie;0;0.00158103;0;0;0;0.00101781;0;0;0;0;0;0;0;0;0;0;0;0
juin;0;0.0125098;0;0;0;0.00808489;0;0.0140969;0;0;0;0.0120664;0;0.0148561;0;0;0;0
secondaire;0;0.000791139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bouton;0;0.0385779;0.0379182;0;0.0678426;0.0292949;0;0;0;0.0305164;0;0.038771;0.0683507;0;0;0;0;0
simple;0;0.000791139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bouton radio;0;0.00629426;0;0;0;0.00405885;0;0;0;0;0.0172786;0;0;0;0.00647249;0;0;0
radio;0;0.0813124;0;0;0.117788;0.0679518;0;0;0.114451;0.0656566;0.0976744;0;0.122396;0;0.0818115;0;0;0.0930233
bouton de réinitialisation;0;0.000791139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cocher;0;0.000791139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
elements;0;0.000791139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
focus;0;0.00158103;0;0;0;0;0;0;0;0.00121359;0;0;0;0;0;0;0;0
fonction choix;0;0.000791139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
localisation;0;0.00158103;0;0;0;0;0.00305344;0;0;0;0;0;0;0;0;0;0;0
authentification;0;0.0437736;0.0414815;0;0;0;0;0.05;0;0;0;0.0453216;0.0832095;0.0516474;0.0457719;0;0;0
étrangères;0;0.00158103;0;0;0;0;0;0;0;0;0;0.00152439;0;0;0;0;0;0
gestion contenu;0;0.000791139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
phpmyadmin;0;0.0691916;0;0;0.10665;0.0524272;0;0.0772986;0;0.060745;0;0.0661506;0;0.0774468;0;0;0;0.0718512
communication;0;0.0364742;0.0366218;0.104839;0.0585034;0;0;0.0400682;0;0;0;0;0;0.043088;0.0399061;0;0;0
bilan;0;0.00158103;0;0.00641026;0;0;0;0;0;0;0;0;0;0;0;0;0;0
enonce;0;0.000791139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
schema;0;0.000791139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
schema conceptuel;0;0.000791139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
premier;0;0.0393939;0.0371747;0.120321;0;0.0272682;0;0;0;0.0311398;0;0.0372807;0;0;0.0396579;0;0;0
utilisabilité;0;0.000791139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
interactifs;0;0.00158103;0;0;0;0.00101781;0;0;0;0;0;0;0;0;0;0;0;0
déterminante;0;0.000791139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
véhiculer;0;0.000791139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
illustrer;0;0.00158103;0;0;0;0.00101781;0;0;0;0;0;0;0;0;0;0;0;0
juste;0;0.00629426;0;0;0;0;0;0.00709849;0;0;0;0.0060698;0;0;0;0;0.0329218;0
cours en ligne;0;0.00158103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00187793
moindre;0;0.00629426;0;0;0;0.00405885;0;0;0;0;0;0;0;0;0.00647249;0;0;0.00746965
hit;0;0.000791139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
système de gestion;0;0.0216718;0;0.0730994;0;0.0150754;0;0;0;0;0;0.0186289;0;0.0247479;0.0222753;0;0;0
système de gestion de base de donnée;0;0.0247104;0;0;0;0.0160401;0;0.0278019;0;0;0;0.023845;0.049922;0;0.0253968;0;0;0
sensibles;0;0.0247104;0;0;0;0;0;0.0278019;0;0;0;0.023845;0.049922;0.0292772;0.0253968;0;0;0
convient;0;0.00315706;0;0;0;0.00203355;0;0;0;0;0;0;0;0;0.00324675;0;0;0
circonstances;0;0.000791139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
macromedia;0;0.000791139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
macromedia dreamweaver;0;0.000791139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
insertion;0;0.0521221;0;0.108434;0;0.0408867;0;0.0487603;0.0708955;0.044186;0;0.0511159;0.0765957;0;0;0;0;0
aller;0;0.00315706;0;0;0;0;0;0;0;0.00242424;0;0;0;0;0;0;0;0.00374883
webmail;0;0.000791139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
finale;0;0.00315706;0;0;0;0;0;0;0;0;0;0.00304414;0;0;0;0;0;0.00374883
porter;0;0.00629426;0;0;0;0;0;0;0;0;0;0.0060698;0.012966;0;0.00647249;0;0;0
rows;0;0.00629426;0;0;0;0;0;0;0;0;0.0172786;0;0;0;0.00647249;0;0;0.00746965
