X;C1;C11;C12;C13;C14;C15;C16;C17;C18;C19;C2;C3;C4;C5;C6;C7;C8;C9
page web;0.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
navigateur;0.222222;0;0;0;0;0;0;0;0.181818;0;0;0;0;0;0;0;0;0
serveur web;0.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
fichier;0;0;0;0;0;0.2;0;0.214286;0;0.142857;0.2;0;0;0;0;0;0;0
client;0;0;0;0.285714;0;0;0.173913;0;0.227273;0;0.208333;0;0;0.136364;0;0.217391;0.291667;0
base de donnée;0;0.3;0;0;0;0;0;0;0.153846;0;0;0;0;0;0.333333;0;0;0
donnée;0;0.3;0;0;0;0.222222;0;0;0;0;0;0;0;0;0.333333;0;0;0
php;0;0;0.214286;0;0;0;0;0;0;0;0.1875;0;0;0.363636;0;0;0.166667;0
javascript;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0
code;0;0;0;0;0;0;0;0;0;0.181818;0;0;0;0;0;0;0.133333;0
texte;0.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
concerner;0.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commentaire;0;0;0;0;0.2;0;0;0.230769;0;0;0.214286;0;0;0;0;0;0;0
délimiter;0.222222;0;0;0;0;0;0;0;0;0;0.153846;0;0;0;0;0;0;0
gras;0;0;0;0;0.142857;0;0;0;0;0;0;0;0;0;0;0;0;0
fois;0;0;0;0;0;0;0;0.166667;0;0;0;0;0;0;0;0;0.133333;0
lien hypertextes;0;0;0;0;0.142857;0;0;0;0;0;0;0;0;0;0;0;0;0
url;0;0;0;0.181818;0;0;0;0;0;0;0;0;0;0;0;0.166667;0;0
case à cocher;0;0;0;0;0;0;0.181818;0;0;0;0.153846;0;0;0;0;0;0;0
post;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0714286;0
nombre;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0
text;0;0;0;0.230769;0.181818;0;0;0;0;0;0;0;0;0;0;0;0.176471;0.181818
sélectionner;0;0.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
langage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0909091;0;0
zones;0.222222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25
utilisateur;0.2;0;0;0;0;0;0.166667;0;0;0.166667;0;0;0;0;0;0;0;0
affectation;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0
syntaxe;0;0;0.181818;0;0;0;0;0.166667;0;0;0;0;0;0;0;0;0;0
case;0;0;0;0;0;0;0;0;0.181818;0;0;0;0;0;0;0.166667;0;0
associer;0.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
personne;0.222222;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;0;0
structure de contrôle;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
définition;0;0;0;0;0;0.166667;0;0;0;0;0;0;0;0;0;0;0;0
méthode post;0;0;0.307692;0;0.166667;0;0;0;0;0;0;0;0.3;0.25;0;0;0;0
fermeture;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0909091;0;0
passwd;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0
machine;0.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mysql;0.222222;0;0;0;0;0;0;0;0.181818;0;0;0;0;0;0;0;0;0
salaire;0.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jour;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0714286;0
programmation;0;0;0.181818;0;0;0;0.181818;0;0;0;0;0;0;0;0;0;0;0
site;0;0;0;0.333333;0;0;0;0;0;0.25;0;0;0;0;0;0.3125;0.263158;0
types;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.142857
session;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0909091;0;0
entités;0;0.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
côté serveur;0;0;0;0;0;0;0;0;0;0;0.0833333;0;0;0;0;0;0;0
langage de script;0;0.214286;0.266667;0;0;0;0;0.25;0;0;0;0;0.25;0;0;0;0;0.142857
internet;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
avoir accès;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0909091;0;0
système;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
valeur par défaut;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0
menu;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
afficher;0;0;0;0;0;0;0;0;0;0.181818;0;0;0;0;0;0;0;0.25
nécessaire;0;0.222222;0;0;0;0;0;0.166667;0;0;0;0;0;0;0;0;0;0
serveur;0;0;0;0.166667;0;0;0;0;0.166667;0;0.142857;0;0;0;0;0;0;0
class;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0714286;0
composer;0;0;0;0;0;0;0;0;0;0;0;0;0;0.125;0;0;0;0
chaîne;0;0;0;0;0;0;0;0;0.181818;0;0;0;0;0;0;0.166667;0;0
côté client;0;0;0;0;0;0;0;0;0;0;0.0833333;0;0;0;0;0;0;0
list;0;0;0;0;0;0;0;0;0;0;0;0;0.166667;0;0;0;0;0
mode;0;0;0;0;0;0;0;0.0909091;0;0;0;0;0;0;0;0;0;0
configuration;0;0;0;0;0;0;0;0;0;0;0;0;0;0.125;0;0;0;0
xml;0;0;0;0;0;0;0;0;0;0;0;0;0;0.125;0;0;0;0
web;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0
méthode;0;0;0;0;0;0.25;0.166667;0;0;0;0;0.25;0;0;0;0;0;0
bits;0;0;0;0;0;0;0;0.0909091;0;0;0;0;0;0;0;0;0;0
conditionnelle;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0
foreach;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0714286;0
pouvoir;0;0;0;0;0;0;0;0.0909091;0;0;0;0;0;0;0;0;0;0
mot;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.142857
information;0;0.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
varchar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.142857;0;0;0
timestamp;0;0;0;0;0;0;0;0;0;0;0;0.285714;0;0;0;0.166667;0;0
easyphp;0;0;0;0;0;0;0;0.0909091;0;0;0;0;0;0;0;0;0;0
casse;0;0;0;0;0;0;0;0;0;0;0.0833333;0;0;0;0;0;0;0
sauvegarder;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
insert;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.142857;0;0;0
impossible;0;0.125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
fonctionnalité;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
couleurs;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bienvenue;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0714286;0
id;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
paris;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0714286;0
france;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0909091;0;0
programmation web;0;0;0;0;0.25;0;0.181818;0;0;0;0;0;0;0;0;0;0;0
interpréter;0;0;0;0;0;0;0;0;0;0;0.0833333;0;0;0;0;0;0;0
opérateurs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0714286;0
pointeur;0;0;0;0;0;0;0;0;0;0;0.0833333;0;0;0;0;0;0;0
cle;0;0;0;0;0;0;0;0;0.181818;0;0;0;0;0;0;0;0.133333;0
classes;0;0;0;0;0;0;0.181818;0;0;0;0;0;0;0;0;0;0.133333;0
header;0;0;0;0;0;0;0;0;0.230769;0.230769;0;0;0;0;0;0.307692;0;0
visiteur;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.142857
null;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.142857;0;0;0
echo;0;0;0;0;0;0;0;0.166667;0;0;0;0.285714;0;0;0;0;0;0
exe;0;0;0;0;0;0;0;0;0;0;0.0833333;0;0;0;0;0;0;0
rue;0;0;0;0;0;0.166667;0;0;0;0;0;0;0;0;0;0;0;0
doctype;0;0;0;0;0;0;0;0;0;0;0;0;0;0.125;0;0;0;0
file;0;0;0;0;0;0;0;0;0;0;0;0.166667;0;0;0;0;0;0
mysqli;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0714286;0
attribut;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0
moteur;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.142857
transaction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.142857
valeur;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0909091;0;0
exception;0;0;0;0;0;0;0;0;0;0;0;0.166667;0;0;0;0;0;0
head;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0
wamp;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0
