X;C1;C11;C12;C13;C14;C15;C16;C17;C18;C19;C2;C3;C4;C5;C6;C7;C8;C9
page web statiques;0.00265957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
navigateur;0;0.0110619;0;0;0;0.00790514;0;0.012766;0;0.00901984;0;0;0.0226244;0;0;0;0;0
fichier;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00377358;0;0
disque dur;0.0333333;0;0;0;0;0;0;0.0110733;0;0.00964436;0;0;0;0;0.0101721;0.0428571;0;0
client serveur;0.142694;0.178657;0;0;0.156761;0.159771;0.175136;0.165144;0.161454;0.15498;0;0;0;0.166327;0.16677;0;0;0.165978
base de donnée;0.0208877;0;0;0.0220994;0;0;0;0;0;0;0;0;0;0;0;0;0.0321285;0.00744186
donnée;0.0105541;0;0;0.0111732;0;0;0;0.00343938;0;0;0;0;0;0;0;0;0;0
ensemble;0.0105541;0;0;0;0.00554785;0;0;0.00343938;0;0;0;0;0;0;0;0;0;0
php;0.0208877;0;0;0;0;0.00396629;0;0;0;0.00483384;0;0.00606061;0;0;0;0;0;0
perl;0.160526;0.132434;0.140889;0;0;0.129264;0;0.15374;0;0.134879;0;0.157861;0.170385;0.162909;0;0;0;0.143895
python;0.0589681;0.0204678;0;0;0;0;0;0;0;0.0179319;0;0.0193741;0;0.0231729;0.0201083;0;0;0
java;0.134041;0;0.194805;0.139053;0.16411;0.187658;0.15566;0.195851;0;0.191241;0.154116;0.178472;0;0.185348;0.188256;0.101344;0;0
code;0.0969163;0.0405405;0.040521;0;0;0.0374696;0.0545939;0;0;0;0.0702341;0;0;0.0465116;0;0.118497;0;0
code source;0.132174;0.0874832;0.085266;0.16451;0.128409;0;0;0.0996169;0;0.0785193;0;0;0;0.0952762;0.092264;0;0;0
fichier texte;0.169536;0.144981;0;0;0;0.125671;0;0.13944;0;0.143236;0.141425;0.141066;0.136811;0.158581;0.133077;0.147103;0;0
texte;0;0.00297619;0;0;0;0;0;0;0;0;0.00767754;0;0.00614439;0;0;0;0;0
mise en forme;0.059448;0.0442225;0;0.111628;0.0713376;0.0309328;0;0;0.0569697;0.0399295;0;0;0.067867;0;0;0;0;0
affichage;0.105128;0.3;0.282636;0;0.21096;0.385375;0.192888;0;0.221846;0.347621;0.150225;0.287261;0.200891;0.267432;0.284508;0.1007;0;0.281278
chemin;0.0933941;0;0;0;0;0.026712;0;0.0429043;0;0.0318021;0;0;0;0.0408696;0.0379363;0;0;0.0408526
textuels;0.00265957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
page web dynamique;0.0182768;0;0;0.019337;0;0;0;0.00686106;0;0;0;0;0;0;0.00550747;0;0;0
champ de saisie;0.105066;0.0739461;0;0.115914;0.0952941;0.0580676;0;0;0;0.0640366;0.0943114;0;0.0789474;0;0;0;0.107056;0.0578035
size;0.0306905;0;0;0;0;0;0;0;0;0.00964436;0;0.00979653;0;0.0117435;0;0;0.0507812;0
vide;0.0105541;0.00297619;0;0;0;0;0;0.00343938;0;0;0;0;0;0;0;0;0;0
liste déroulante;0.0156658;0.00594354;0;0;0;0;0;0;0;0;0;0;0.00916031;0;0.00551181;0;0;0
déclencher;0.0105541;0.00297619;0;0;0;0;0;0;0;0;0;0.00303951;0;0;0;0;0;0
réinitialisation;0.0105541;0.00297619;0;0;0;0;0;0;0;0;0.00767754;0;0;0;0;0;0;0
langage;0;0.0574876;0;0.12;0.082397;0;0;0.0514056;0.0690476;0;0.0863192;0;0.0843537;0;0.0513393;0;0;0
langage impératif;0.00265957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
impératif;0.00530504;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00158103;0;0;0
booléen;0.146744;0.198994;0.179088;0.131836;0.17529;0.200512;0.156078;0.174641;0;0.18626;0.159649;0.185994;0.13615;0;0;0.105481;0.0907195;0
réalité;0.0786241;0.0233236;0;0;0;0.0156786;0;0.0268682;0;0.019059;0;0;0;0;0.0247104;0;0;0
concatène;0.0208877;0.00593472;0;0;0;0;0;0.00685518;0;0.00483384;0;0;0;0;0;0;0;0
addition;0.125786;0;0.0565093;0.112069;0;0.0457611;0;0.0670436;0;0;0;0.047619;0;0;0.056338;0;0;0.0585702
soustraction;0.0904872;0;0.0322108;0.0845411;0;0.0243427;0;0.0415282;0;0;0;0;0;0;0.0334855;0;0;0.0347284
multiplié;0.0105541;0.00297619;0;0;0;0;0;0.00343938;0;0;0;0;0;0;0;0;0;0
modulo;0.156463;0.0915727;0.097561;0;0;0.0879173;0.133877;0.10158;0;0.0790492;0;0.094046;0;0;0;0;0;0.0967226
égalité;0.0589681;0.0234604;0;0;0;0;0.0401722;0.0235889;0;0;0;0;0.0353461;0.025;0;0;0;0
logiques;0.153967;0.298978;0.328975;0;0.199155;0.414123;0.212488;0.292062;0;0.361079;0.165428;0.309484;0;0.273043;0.29125;0.102362;0.0989418;0.261077
prenom;0.121368;0.0871898;0;0;0;0.0801887;0;0;0.0911983;0.0886505;0;0;0;0.0922832;0.0774599;0.135417;0.12987;0.0870968
initialiser;0.115607;0;0;0;0;0.0518061;0;0.0631825;0;0.0656304;0.0940819;0.0623686;0;0.0719603;0.0622737;0.119617;0;0
dépendre;0.0892449;0.0352011;0.0343316;0;0;0.0277642;0.0576923;0;0;0;0;0.034407;0;0;0.0356872;0;0;0
phase;0.0182768;0;0;0;0;0;0;0;0;0.00483676;0;0;0;0.00636364;0.00550747;0;0;0
être utile;0.111617;0.0393419;0.0385455;0;0;0.0295973;0;0.044335;0;0;0;0.0378733;0;0;0.0424242;0;0;0
boucle while;0.0913043;0;0.0411552;0;0;0.0399221;0;0.0455285;0.0491607;0.0386417;0;0;0;0;0;0;0.105105;0.0519824
euro;0.0182768;0;0;0;0.00965517;0;0;0;0;0.00483676;0;0;0;0;0.00550747;0;0;0
etc;0.131213;0;0;0;0;0.0510496;0;0.0746624;0;0.058046;0;0.0628088;0;0.0743525;0.0673993;0;0;0.0750213
programmation;0;0;0;0;0;0;0;0;0;0;0;0.000761615;0;0;0;0;0;0
détruire;0.0419753;0;0.0164179;0;0;0.0143069;0;0;0.0244845;0;0;0;0;0;0;0.0724138;0;0.0210816
second;0.0565111;0.018992;0;0;0;0.0147493;0;0;0;0.0167264;0;0.0201493;0;0;0;0;0;0.0209281
ordinateur;0.0208877;0;0;0;0;0;0;0.00685518;0;0;0;0;0;0;0.00629426;0;0;0.00744186
éducation;0;0.00149031;0;0;0;0;0;0;0;0;0;0;0;0;0.00158103;0;0;0
technologie;0;0.00149031;0;0;0;0.00099453;0;0;0;0;0;0;0;0;0;0;0;0
juin;0;0.0117994;0;0;0;0.00790123;0;0.013617;0;0;0;0.0120482;0;0.0144404;0;0;0;0
secondaire;0;0.000745712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bouton;0;0.0364546;0.0371179;0;0.0643501;0.0286408;0;0;0;0.0304985;0;0.0387144;0.0646976;0;0;0;0;0
simple;0;0.000745712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bouton radio;0;0.00593472;0;0;0;0.00396629;0;0;0;0;0.0152381;0;0;0;0.00629426;0;0;0
radio;0;0.0851927;0;0;0.12357;0.0661041;0;0;0.114411;0.0651811;0.102962;0;0.125926;0;0.0844571;0;0;0.0918033
bouton de réinitialisation;0;0.000745712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cocher;0;0.000745712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
elements;0;0.000745712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
focus;0;0.00149031;0;0;0;0;0;0;0;0.00121286;0;0;0;0;0;0;0;0
fonction choix;0;0.000745712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
