Concept ID;Level;Nb Obj;Nb Att;Objects;Attributes;
0;4;0;8;;C11,C15,C17,C19,C3,C5,C6,CJA,;
1;1;1;1;php bn:01753580n,;C11,;
2;3;1;3;texte bn:00076732n,;C17,C5,CJA,;
3;3;1;3;client web bn:00013447n,;C3,C5,CJA,;
4;3;1;3;nombre bn:00058285n,;C19,C5,CJA,;
5;1;1;1;code bn:00020354n,;C6,;
6;1;1;1;pouvoir bn:00084451v,;C15,;
7;2;2;2;nombre bn:00058285n,chaîne bn:00074685n,;C19,C5,;
8;2;3;2;texte bn:00076732n,client web bn:00013447n,nombre bn:00058285n,;C5,CJA,;
9;1;4;1;texte bn:00076732n,client web bn:00013447n,nombre bn:00058285n,chaîne bn:00074685n,;C5,;
10;1;5;1;texte bn:00076732n,fichier bn:00021475n,client web bn:00013447n,nombre bn:00058285n,serveur bn:00044916n,;CJA,;
11;0;9;0;php bn:01753580n,texte bn:00076732n,fichier bn:00021475n,client web bn:00013447n,nombre bn:00058285n,code bn:00020354n,serveur bn:00044916n,chaîne bn:00074685n,pouvoir bn:00084451v,;;
