Concept ID;Level;Type Obj/Att;Nb Obj;Nb Att;Objects/Attributes;
0;8;Objects;0;11;
0;8;Attributes;0;11;C1;C12;C13;C14;C16;C18;C2;C4;C7;C8;C9;
1;5;Objects;1;5;page web bn:00080778n;
1;5;Attributes;1;5;C12;C13;C14;C18;C8;
2;7;Objects;1;8;navigateur bn:00013447n;
2;7;Attributes;1;8;C12;C13;C14;C16;C2;C7;C8;C9;
3;8;Objects;1;8;serveur web bn:02705179n;
3;8;Attributes;1;8;C12;C13;C14;C16;C18;C2;C4;C9;
4;7;Objects;1;8;javascript bn:00055423n;
4;7;Attributes;1;8;C1;C12;C13;C14;C16;C2;C4;C9;
5;7;Objects;1;9;code bn:00020354n;
5;7;Attributes;1;9;C1;C12;C13;C16;C18;C2;C4;C7;C9;
6;8;Objects;1;8;texte bn:00076732n;
6;8;Attributes;1;8;C12;C14;C16;C18;C2;C4;C7;C9;
7;7;Objects;1;7;url bn:00079080n;
7;7;Attributes;1;7;C1;C12;C14;C16;C18;C4;C9;
8;5;Objects;1;5;nombre bn:00058285n;
8;5;Attributes;1;5;C12;C14;C4;C7;C8;
9;7;Objects;1;9;langage bn:00049910n;
9;7;Attributes;1;9;C1;C13;C14;C16;C18;C2;C4;C8;C9;
10;5;Objects;1;5;affectation bn:02806034n;
10;5;Attributes;1;5;C1;C14;C16;C2;C7;
11;6;Objects;1;6;méthode post bn:00045088n;
11;6;Attributes;1;6;C16;C18;C2;C7;C8;C9;
12;7;Objects;1;7;fermeture bn:16858148n;
12;7;Attributes;1;7;C1;C12;C16;C18;C4;C8;C9;
13;7;Objects;1;7;méthode bn:01641329n;
13;7;Attributes;1;7;C12;C18;C2;C4;C7;C8;C9;
14;4;Objects;2;4;page web bn:00080778n;navigateur bn:00013447n;
14;4;Attributes;2;4;C12;C13;C14;C8;
15;4;Objects;2;4;page web bn:00080778n;serveur web bn:02705179n;
15;4;Attributes;2;4;C12;C13;C14;C18;
16;4;Objects;2;4;page web bn:00080778n;langage bn:00049910n;
16;4;Attributes;2;4;C13;C14;C18;C8;
17;6;Objects;2;6;navigateur bn:00013447n;code bn:00020354n;
17;6;Attributes;2;6;C12;C13;C16;C2;C7;C9;
18;6;Objects;2;6;navigateur bn:00013447n;texte bn:00076732n;
18;6;Attributes;2;6;C12;C14;C16;C2;C7;C9;
19;4;Objects;2;4;navigateur bn:00013447n;nombre bn:00058285n;
19;4;Attributes;2;4;C12;C14;C7;C8;
20;6;Objects;2;6;navigateur bn:00013447n;langage bn:00049910n;
20;6;Attributes;2;6;C13;C14;C16;C2;C8;C9;
21;5;Objects;2;5;navigateur bn:00013447n;méthode post bn:00045088n;
21;5;Attributes;2;5;C16;C2;C7;C8;C9;
22;5;Objects;2;5;navigateur bn:00013447n;méthode bn:01641329n;
22;5;Attributes;2;5;C12;C2;C7;C8;C9;
23;7;Objects;2;7;serveur web bn:02705179n;javascript bn:00055423n;
23;7;Attributes;2;7;C12;C13;C14;C16;C2;C4;C9;
24;7;Objects;2;7;serveur web bn:02705179n;code bn:00020354n;
24;7;Attributes;2;7;C12;C13;C16;C18;C2;C4;C9;
25;7;Objects;2;7;serveur web bn:02705179n;texte bn:00076732n;
25;7;Attributes;2;7;C12;C14;C16;C18;C2;C4;C9;
26;7;Objects;2;7;serveur web bn:02705179n;langage bn:00049910n;
26;7;Attributes;2;7;C13;C14;C16;C18;C2;C4;C9;
27;6;Objects;2;7;javascript bn:00055423n;code bn:00020354n;
27;6;Attributes;2;7;C1;C12;C13;C16;C2;C4;C9;
28;6;Objects;2;6;javascript bn:00055423n;url bn:00079080n;
28;6;Attributes;2;6;C1;C12;C14;C16;C4;C9;
29;6;Objects;2;7;javascript bn:00055423n;langage bn:00049910n;
29;6;Attributes;2;7;C1;C13;C14;C16;C2;C4;C9;
30;6;Objects;2;6;javascript bn:00055423n;site bn:00047172n;
30;6;Attributes;2;6;C1;C12;C14;C16;C2;C4;
31;7;Objects;2;7;code bn:00020354n;texte bn:00076732n;
31;7;Attributes;2;7;C12;C16;C18;C2;C4;C7;C9;
32;7;Objects;2;7;code bn:00020354n;fois bn:00032768n;
32;7;Attributes;2;7;C1;C12;C16;C18;C2;C7;C9;
33;6;Objects;2;6;code bn:00020354n;text bn:14981519n;
33;6;Attributes;2;6;C1;C12;C16;C18;C2;C4;
34;6;Objects;2;7;code bn:00020354n;langage bn:00049910n;
34;6;Attributes;2;7;C1;C13;C16;C18;C2;C4;C9;
35;4;Objects;2;4;texte bn:00076732n;nombre bn:00058285n;
35;4;Attributes;2;4;C12;C14;C4;C7;
36;6;Objects;2;6;commentaire bn:00020978n;fermeture bn:16858148n;
36;6;Attributes;2;6;C1;C12;C16;C4;C8;C9;
37;7;Objects;2;7;lien hypertextes bn:00045513n;langage bn:00049910n;
37;7;Attributes;2;7;C1;C13;C18;C2;C4;C8;C9;
38;6;Objects;2;6;url bn:00079080n;langage bn:00049910n;
38;6;Attributes;2;6;C1;C14;C16;C18;C4;C9;
39;3;Objects;2;3;nombre bn:00058285n;langage bn:00049910n;
94;4;Objects;4;4;navigateur bn:00013447n;commentaire bn:00020978n;fermeture bn:16858148n;serveur bn:00044916n;
94;4;Attributes;4;4;C12;C16;C8;C9;
95;2;Objects;4;2;navigateur bn:00013447n;nombre bn:00058285n;méthode post bn:00045088n;méthode bn:01641329n;
95;2;Attributes;4;2;C7;C8;
96;5;Objects;4;5;serveur web bn:02705179n;php bn:01753580n;javascript bn:00055423n;langage bn:00049910n;
96;5;Attributes;4;5;C13;C14;C16;C4;C9;
97;5;Objects;4;5;serveur web bn:02705179n;php bn:01753580n;code bn:00020354n;langage bn:00049910n;
97;5;Attributes;4;5;C13;C16;C18;C4;C9;
98;5;Objects;4;5;serveur web bn:02705179n;php bn:01753580n;langage bn:00049910n;structure de contrôle bn:00047734n;
98;5;Attributes;4;5;C13;C14;C16;C18;C9;
99;5;Objects;4;5;serveur web bn:02705179n;javascript bn:00055423n;code bn:00020354n;langage bn:00049910n;
99;5;Attributes;4;5;C13;C16;C2;C4;C9;
100;4;Objects;4;4;serveur web bn:02705179n;javascript bn:00055423n;code bn:00020354n;mot bn:00081546n;
100;4;Attributes;4;4;C12;C13;C2;C4;
101;5;Objects;4;5;serveur web bn:02705179n;javascript bn:00055423n;texte bn:00076732n;url bn:00079080n;
101;5;Attributes;4;5;C12;C14;C16;C4;C9;
102;5;Objects;4;5;serveur web bn:02705179n;javascript bn:00055423n;texte bn:00076732n;langage bn:00049910n;
102;5;Attributes;4;5;C14;C16;C2;C4;C9;
103;5;Objects;4;5;serveur web bn:02705179n;javascript bn:00055423n;texte bn:00076732n;site bn:00047172n;
103;5;Attributes;4;5;C12;C14;C16;C2;C4;
104;4;Objects;4;4;serveur web bn:02705179n;javascript bn:00055423n;langage bn:00049910n;mot bn:00081546n;
104;4;Attributes;4;4;C13;C14;C2;C4;
105;4;Objects;4;4;serveur web bn:02705179n;javascript bn:00055423n;mysql bn:01225760n;mot bn:00081546n;
105;4;Attributes;4;4;C12;C13;C14;C4;
106;5;Objects;4;5;serveur web bn:02705179n;code bn:00020354n;texte bn:00076732n;fois bn:00032768n;
106;5;Attributes;4;5;C12;C16;C18;C2;C9;
107;5;Objects;4;5;serveur web bn:02705179n;code bn:00020354n;texte bn:00076732n;text bn:14981519n;
107;5;Attributes;4;5;C12;C16;C18;C2;C4;
108;5;Objects;4;5;serveur web bn:02705179n;code bn:00020354n;texte bn:00076732n;langage bn:00049910n;
108;5;Attributes;4;5;C16;C18;C2;C4;C9;
109;5;Objects;4;5;serveur web bn:02705179n;code bn:00020354n;langage bn:00049910n;structure de contrôle bn:00047734n;
109;5;Attributes;4;5;C13;C16;C18;C2;C9;
110;5;Objects;4;5;serveur web bn:02705179n;texte bn:00076732n;url bn:00079080n;utilisateur bn:00079373n;
110;5;Attributes;4;5;C12;C14;C18;C4;C9;
111;5;Objects;4;5;serveur web bn:02705179n;texte bn:00076732n;langage bn:00049910n;structure de contrôle bn:00047734n;
111;5;Attributes;4;5;C14;C16;C18;C2;C9;
112;5;Objects;4;5;fichier bn:00021475n;javascript bn:00055423n;langage bn:00049910n;structure de contrôle bn:00047734n;
112;5;Attributes;4;5;C1;C13;C14;C16;C9;
113;4;Objects;4;4;client bn:00019764n;javascript bn:00055423n;url bn:00079080n;site bn:00047172n;
113;4;Attributes;4;4;C1;C12;C14;C4;
114;4;Objects;4;4;base de donnée bn:00025333n;donnée bn:00025314n;code bn:00020354n;texte bn:00076732n;
114;4;Attributes;4;4;C12;C16;C4;C7;
115;4;Objects;4;4;donnée bn:00025314n;code bn:00020354n;texte bn:00076732n;méthode bn:01641329n;
115;4;Attributes;4;4;C12;C2;C4;C7;
116;4;Objects;4;4;javascript bn:00055423n;code bn:00020354n;fois bn:00032768n;case bn:04777941n;
116;4;Attributes;4;4;C1;C12;C2;C9;
117;5;Objects;4;5;javascript bn:00055423n;code bn:00020354n;text bn:14981519n;site bn:00047172n;
117;5;Attributes;4;5;C1;C12;C16;C2;C4;
118;5;Objects;4;5;javascript bn:00055423n;code bn:00020354n;langage bn:00049910n;structure de contrôle bn:00047734n;
118;5;Attributes;4;5;C1;C13;C16;C2;C9;
119;5;Objects;4;5;javascript bn:00055423n;url bn:00079080n;langage bn:00049910n;syntaxe bn:00062118n;
119;5;Attributes;4;5;C1;C14;C16;C4;C9;
120;3;Objects;4;3;code bn:00020354n;texte bn:00076732n;concerner bn:00083240v;méthode bn:01641329n;
120;3;Attributes;4;3;C18;C4;C7;
121;5;Objects;4;5;code bn:00020354n;texte bn:00076732n;fois bn:00032768n;méthode post bn:00045088n;
121;5;Attributes;4;5;C16;C18;C2;C7;C9;
122;5;Objects;4;5;code bn:00020354n;texte bn:00076732n;fois bn:00032768n;méthode bn:01641329n;
122;5;Attributes;4;5;C12;C18;C2;C7;C9;
123;5;Objects;4;5;code bn:00020354n;fois bn:00032768n;url bn:00079080n;fermeture bn:16858148n;
123;5;Attributes;4;5;C1;C12;C16;C18;C9;
124;5;Objects;4;5;code bn:00020354n;fois bn:00032768n;langage bn:00049910n;structure de contrôle bn:00047734n;
124;5;Attributes;4;5;C1;C16;C18;C2;C9;
125;6;Objects;4;6;code bn:00020354n;lien hypertextes bn:00045513n;langage bn:00049910n;programmation bn:00021493n;
125;6;Attributes;4;6;C1;C13;C18;C2;C4;C9;
126;5;Objects;4;5;code bn:00020354n;url bn:00079080n;text bn:14981519n;fermeture bn:16858148n;
126;5;Attributes;4;5;C1;C12;C16;C18;C4;
127;5;Objects;4;5;code bn:00020354n;url bn:00079080n;langage bn:00049910n;fermeture bn:16858148n;
127;5;Attributes;4;5;C1;C16;C18;C4;C9;
128;4;Objects;4;4;commentaire bn:00020978n;lien hypertextes bn:00045513n;langage bn:00049910n;fermeture bn:16858148n;
128;4;Attributes;4;4;C1;C4;C8;C9;
129;4;Objects;4;4;commentaire bn:00020978n;langage bn:00049910n;fermeture bn:16858148n;serveur bn:00044916n;
129;4;Attributes;4;4;C16;C4;C8;C9;
130;4;Objects;4;4;lien hypertextes bn:00045513n;langage bn:00049910n;méthode post bn:00045088n;méthode bn:01641329n;
130;4;Attributes;4;4;C18;C2;C8;C9;
131;4;Objects;4;4;lien hypertextes bn:00045513n;langage bn:00049910n;fermeture bn:16858148n;méthode bn:01641329n;
131;4;Attributes;4;4;C18;C4;C8;C9;
132;4;Objects;4;4;url bn:00079080n;case à cocher bn:03157691n;langage bn:00049910n;structure de contrôle bn:00047734n;
132;4;Attributes;4;4;C1;C14;C18;C9;
133;3;Objects;5;3;page web bn:00080778n;serveur web bn:02705179n;php bn:01753580n;langage bn:00049910n;structure de contrôle bn:00047734n;
133;3;Attributes;5;3;C13;C14;C18;
134;4;Objects;5;4;navigateur bn:00013447n;serveur web bn:02705179n;javascript bn:00055423n;code bn:00020354n;post bn:01500184n;
134;4;Attributes;5;4;C12;C13;C2;C9;
135;4;Objects;5;4;navigateur bn:00013447n;serveur web bn:02705179n;javascript bn:00055423n;code bn:00020354n;associer bn:00082868v;
135;4;Attributes;5;4;C12;C13;C16;C9;
136;4;Objects;5;4;navigateur bn:00013447n;serveur web bn:02705179n;javascript bn:00055423n;texte bn:00076732n;url bn:00079080n;
136;4;Attributes;5;4;C12;C14;C16;C9;
137;4;Objects;5;4;navigateur bn:00013447n;serveur web bn:02705179n;javascript bn:00055423n;texte bn:00076732n;post bn:01500184n;
137;4;Attributes;5;4;C12;C14;C2;C9;
138;4;Objects;5;4;navigateur bn:00013447n;serveur web bn:02705179n;javascript bn:00055423n;texte bn:00076732n;site bn:00047172n;
138;4;Attributes;5;4;C12;C14;C16;C2;
139;4;Objects;5;4;navigateur bn:00013447n;serveur web bn:02705179n;javascript bn:00055423n;post bn:01500184n;mot bn:00081546n;
139;4;Attributes;5;4;C12;C13;C14;C2;
140;5;Objects;5;5;navigateur bn:00013447n;serveur web bn:02705179n;javascript bn:00055423n;langage bn:00049910n;structure de contrôle bn:00047734n;
140;5;Attributes;5;5;C13;C14;C16;C2;C9;
141;4;Objects;5;4;navigateur bn:00013447n;donnée bn:00025314n;code bn:00020354n;texte bn:00076732n;fois bn:00032768n;
141;4;Attributes;5;4;C12;C16;C2;C7;
142;4;Objects;5;4;navigateur bn:00013447n;code bn:00020354n;texte bn:00076732n;fois bn:00032768n;méthode post bn:00045088n;
142;4;Attributes;5;4;C16;C2;C7;C9;
143;4;Objects;5;4;navigateur bn:00013447n;code bn:00020354n;texte bn:00076732n;fois bn:00032768n;méthode bn:01641329n;
143;4;Attributes;5;4;C12;C2;C7;C9;
144;2;Objects;5;2;navigateur bn:00013447n;texte bn:00076732n;nombre bn:00058285n;affectation bn:02806034n;type bn:00016413n;
144;2;Attributes;5;2;C14;C7;
145;3;Objects;5;3;navigateur bn:00013447n;lien hypertextes bn:00045513n;langage bn:00049910n;méthode post bn:00045088n;méthode bn:01641329n;
145;3;Attributes;5;3;C2;C8;C9;
146;4;Objects;5;4;serveur web bn:02705179n;php bn:01753580n;javascript bn:00055423n;code bn:00020354n;langage bn:00049910n;
146;4;Attributes;5;4;C13;C16;C4;C9;
147;4;Objects;5;4;serveur web bn:02705179n;php bn:01753580n;code bn:00020354n;langage bn:00049910n;structure de contrôle bn:00047734n;
147;4;Attributes;5;4;C13;C16;C18;C9;
148;5;Objects;5;5;serveur web bn:02705179n;php bn:01753580n;texte bn:00076732n;url bn:00079080n;langage bn:00049910n;
148;5;Attributes;5;5;C14;C16;C18;C4;C9;
149;5;Objects;5;5;serveur web bn:02705179n;javascript bn:00055423n;code bn:00020354n;texte bn:00076732n;cle bn:04756252n;
149;5;Attributes;5;5;C12;C16;C2;C4;C9;
