X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
serveur bn:00044916n ; 0 ; 0.25 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
côté client bn:03163702n ; 0 ; 0.25 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
typage bn:00016413n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667
foreach bn:03463379n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667 ; 0
list bn:04720346n ; 0 ; 0 ; 0 ; 0.2 ; 0 ; 0 ; 0 ; 0 ; 0
méthode bn:01641329n ; 0 ; 0 ; 0.25 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
cle bn:04756252n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667 ; 0
mot bn:00081546n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667
timestamp bn:03603649n ; 0 ; 0 ; 0.4 ; 0 ; 0 ; 0 ; 0.333333 ; 0 ; 0
session bn:03751534n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.2 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.2 ; 0 ; 0
classe bn:03608262n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667 ; 0
moteur bn:00030850n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667
xml bn:02771436n ; 0 ; 0 ; 0 ; 0 ; 0.25 ; 0 ; 0 ; 0 ; 0
entête bn:00043309n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.2 ; 0 ; 0
files bn:00065682n ; 0 ; 0 ; 0.25 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667 ; 0
affiche bn:00087013v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667
configuration bn:03088982n ; 0 ; 0 ; 0 ; 0 ; 0.25 ; 0 ; 0 ; 0 ; 0
insert bn:03795444n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.2 ; 0 ; 0 ; 0
varchar bn:01838409n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.2 ; 0 ; 0 ; 0
transaction bn:01403911n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667
visiteur bn:03106425n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667
composer bn:14766022n ; 0 ; 0 ; 0 ; 0 ; 0.25 ; 0 ; 0 ; 0 ; 0
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0 ; 0.25 ; 0 ; 0 ; 0 ; 0
mysqli bn:01438356n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667 ; 0
null bn:15898583n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.2 ; 0 ; 0 ; 0
avoir accès bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.2 ; 0 ; 0
