X ; C1 ; C11 ; C12 ; C13 ; C14 ; C15 ; C16 ; C17 ; C18 ; C19 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
page web bn:00080778n ; 0 ; 0.144378 ; 0.158047 ; 0.131189 ; 0.152757 ; 0.130475 ; 0 ; 0.153764 ; 0.155118 ; 0.132164 ; 0 ; 0.123617 ; 0 ; 0.143143 ; 0.154726 ; 0 ; 0.116624 ; 0
page web statiques bn:03576307n ; 0.000514403 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
navigateur bn:00013447n ; 0 ; 0.32166 ; 0.348311 ; 0.110561 ; 0.25412 ; 0.382186 ; 0.240453 ; 0.288713 ; 0 ; 0.337952 ; 0.175502 ; 0.35789 ; 0.223253 ; 0.306556 ; 0.305723 ; 0.0945395 ; 0.103982 ; 0.299215
serveur web bn:02705179n ; 0 ; 0.368967 ; 0.360182 ; 0.096309 ; 0.299501 ; 0.425091 ; 0.251444 ; 0.337323 ; 0.306995 ; 0.387185 ; 0.155424 ; 0.379119 ; 0.251823 ; 0.375628 ; 0.364175 ; 0 ; 0 ; 0.387053
fichier bn:00021475n ; 0.0938706 ; 0.0739082 ; 0.0688464 ; 0.103957 ; 0 ; 0 ; 0 ; 0 ; 0.0734761 ; 0 ; 0 ; 0.0638706 ; 0.0912683 ; 0.0727497 ; 0.0737374 ; 0.119841 ; 0.145919 ; 0
disque dur bn:00073359n ; 0.00816743 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00544959 ; 0 ; 0.00346395 ; 0 ; 0 ; 0 ; 0 ; 0.00437278 ; 0.0195599 ; 0 ; 0
client serveur bn:03496583n ; 0.160201 ; 0.125668 ; 0 ; 0 ; 0.159181 ; 0.115904 ; 0.160398 ; 0.145385 ; 0.159352 ; 0.137944 ; 0 ; 0 ; 0 ; 0.135245 ; 0.137517 ; 0 ; 0 ; 0.149137
base de donnée bn:00025333n ; 0.00410046 ; 0 ; 0 ; 0.00973236 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0101394 ; 0.00215401
donnée bn:00025314n ; 0.00205444 ; 0 ; 0 ; 0.00488998 ; 0 ; 0 ; 0 ; 0.00136799 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
ensemble bn:00114766r ; 0.00205444 ; 0 ; 0 ; 0 ; 0.00159299 ; 0 ; 0 ; 0.00136799 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
