X ; C1 ; C11 ; C12 ; C13 ; C14 ; C15 ; C16 ; C17 ; C18 ; C19 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
page web bn:00080778n ; 0 ; 0.112772 ; 0.121729 ; 0.121132 ; 0.12758 ; 0.102761 ; 0 ; 0.113892 ; 0.115206 ; 0.107122 ; 0 ; 0.0895975 ; 0 ; 0.106549 ; 0.121154 ; 0 ; 0.114119 ; 0
page web statiques bn:03576307n ; 0.000282965 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
navigateur bn:00013447n ; 0 ; 0.284619 ; 0.338301 ; 0.1552 ; 0.224706 ; 0.348788 ; 0.241639 ; 0.281448 ; 0 ; 0.314725 ; 0.206331 ; 0.354592 ; 0.231371 ; 0.297664 ; 0.273039 ; 0.147341 ; 0.106341 ; 0.289488
serveur web bn:02705179n ; 0 ; 0.347957 ; 0.328792 ; 0.133565 ; 0.287021 ; 0.388103 ; 0.275478 ; 0.32518 ; 0.312899 ; 0.33505 ; 0.204893 ; 0.34582 ; 0.234191 ; 0.356095 ; 0.332277 ; 0 ; 0 ; 0.344225
fichier bn:00021475n ; 0.0671828 ; 0.0561484 ; 0.0583981 ; 0.0845771 ; 0 ; 0 ; 0 ; 0 ; 0.0621673 ; 0 ; 0 ; 0.0496863 ; 0.0745297 ; 0.0596175 ; 0.0585375 ; 0.0873108 ; 0.138973 ; 0
disque dur bn:00073359n ; 0.00450831 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00339271 ; 0 ; 0.00256946 ; 0 ; 0 ; 0 ; 0 ; 0.00324149 ; 0.00769971 ; 0 ; 0
client bn:00019764n ; 0.0265972 ; 0 ; 0.019529 ; 0 ; 0.0282935 ; 0.0152232 ; 0 ; 0.0193026 ; 0 ; 0.0164609 ; 0 ; 0.0158983 ; 0.0226622 ; 0 ; 0 ; 0 ; 0 ; 0
client serveur bn:03496583n ; 0.133837 ; 0.117095 ; 0 ; 0 ; 0.15826 ; 0.103286 ; 0.137313 ; 0.123118 ; 0.137715 ; 0.108925 ; 0 ; 0 ; 0 ; 0.120997 ; 0.129156 ; 0 ; 0 ; 0.12285
base de donnée bn:00025333n ; 0.157196 ; 0 ; 0.153883 ; 0.164095 ; 0 ; 0.122212 ; 0.135163 ; 0.141431 ; 0 ; 0.141396 ; 0 ; 0.167711 ; 0.147352 ; 0.125499 ; 0 ; 0.153889 ; 0.142448 ; 0.130197
donnée bn:00025314n ; 0.160607 ; 0 ; 0.180562 ; 0.163375 ; 0 ; 0 ; 0.157649 ; 0.154148 ; 0.146341 ; 0.172792 ; 0.208383 ; 0.20283 ; 0.170369 ; 0.165025 ; 0 ; 0.177263 ; 0.118789 ; 0.165245
ensemble bn:00114766r ; 0.0011309 ; 0 ; 0 ; 0 ; 0.00121877 ; 0 ; 0 ; 0.00085034 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
php bn:01753580n ; 0.168973 ; 0.154972 ; 0 ; 0 ; 0 ; 0.134568 ; 0.156839 ; 0.142301 ; 0.156618 ; 0.132391 ; 0 ; 0.146097 ; 0.154602 ; 0 ; 0.150909 ; 0.138065 ; 0 ; 0.149466
javascript bn:00055423n ; 0.251613 ; 0.304783 ; 0.295692 ; 0.171135 ; 0.270413 ; 0.358803 ; 0.268628 ; 0.301909 ; 0 ; 0.311486 ; 0.188736 ; 0.37238 ; 0.234078 ; 0.337753 ; 0.295585 ; 0 ; 0 ; 0.303257
perl bn:01723165n ; 0.0890445 ; 0.0649011 ; 0.0624776 ; 0 ; 0 ; 0.0563559 ; 0 ; 0.0726637 ; 0 ; 0.0603136 ; 0 ; 0.0620991 ; 0.0833532 ; 0.0644235 ; 0 ; 0 ; 0 ; 0.0635226
python bn:01713224n ; 0.00897616 ; 0.00558952 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00512574 ; 0 ; 0.00427293 ; 0 ; 0.00543663 ; 0.00646204 ; 0 ; 0 ; 0
java bn:00048043n ; 0.156301 ; 0 ; 0.142363 ; 0.15497 ; 0.152737 ; 0.150052 ; 0.1508 ; 0.157717 ; 0 ; 0.137439 ; 0.155021 ; 0.161411 ; 0 ; 0.142653 ; 0.130351 ; 0.141852 ; 0 ; 0
code bn:00020354n ; 0.219168 ; 0.300677 ; 0.274599 ; 0.131957 ; 0.208339 ; 0.336608 ; 0.263992 ; 0.276532 ; 0.252028 ; 0 ; 0.209685 ; 0.362332 ; 0.23033 ; 0.308144 ; 0.293795 ; 0.13428 ; 0 ; 0.302368
code source bn:00072947n ; 0.0458789 ; 0.0303287 ; 0.0345995 ; 0.0714624 ; 0.0501289 ; 0 ; 0 ; 0.0366748 ; 0 ; 0.0286828 ; 0 ; 0 ; 0 ; 0.0329307 ; 0.0346979 ; 0 ; 0 ; 0
fichier texte bn:00028018n ; 0.0997344 ; 0.0751001 ; 0 ; 0 ; 0 ; 0.0759423 ; 0 ; 0.0776041 ; 0 ; 0.0726787 ; 0.082963 ; 0.0771185 ; 0.0859895 ; 0.0732126 ; 0.0823465 ; 0.13429 ; 0 ; 0
texte bn:00076732n ; 0 ; 0.3718 ; 0.36351 ; 0.130617 ; 0.265092 ; 0.428638 ; 0.295504 ; 0.335898 ; 0.32567 ; 0.374157 ; 0.250338 ; 0.423376 ; 0.24995 ; 0.377835 ; 0.339809 ; 0.14933 ; 0 ; 0.361934
mise en forme bn:01681906n ; 0.0254864 ; 0.0179372 ; 0 ; 0.0435435 ; 0.0277041 ; 0.0164298 ; 0 ; 0 ; 0.0215399 ; 0.0159835 ; 0 ; 0 ; 0.0256142 ; 0 ; 0 ; 0 ; 0 ; 0
concerner bn:00083240v ; 0 ; 0.0592983 ; 0 ; 0 ; 0 ; 0.0520626 ; 0 ; 0.0585945 ; 0.0743214 ; 0.0528788 ; 0 ; 0.0530712 ; 0.0758637 ; 0.0572574 ; 0.0677486 ; 0.0997643 ; 0 ; 0
commentaire bn:00020978n ; 0.101374 ; 0.0807808 ; 0.0859184 ; 0 ; 0 ; 0.0718224 ; 0.0889103 ; 0 ; 0 ; 0.0829023 ; 0 ; 0.0814834 ; 0.104205 ; 0.0819494 ; 0 ; 0 ; 0.151145 ; 0.0830336
délimiter bn:00086464v ; 0 ; 0.0174288 ; 0.0199501 ; 0 ; 0 ; 0.0153914 ; 0 ; 0.0186994 ; 0 ; 0 ; 0 ; 0.0133616 ; 0.0221758 ; 0 ; 0.0190969 ; 0 ; 0.0589159 ; 0
