Concept ID;Level;Type Obj/Att;Nb Obj;Nb Att;Objects/Attributes;
0;4;Objects;0;10;
0;4;Attributes;0;10;C1;C2;C3;C4;C5;C6;C7;C8;C9;CJA;
1;3;Objects;1;3;fichier bn:00021475n;
1;3;Attributes;1;3;C2;C3;C4;
2;3;Objects;1;4;client bn:00019764n;
2;3;Attributes;1;4;C2;C5;C7;C8;
3;3;Objects;1;3;donnée bn:00025314n;
3;3;Attributes;1;3;C6;C8;C9;
4;2;Objects;1;2;commentaire bn:00020978n;
23;1;Objects;11;1;donnée bn:00025314n;nombre bn:00058285n;text bn:14981519n;zones bn:00005513n;langage de script bn:01431715n;typage bn:00016413n;mot bn:00081546n;moteur bn:00030850n;affiche bn:00087013v;transaction bn:01403911n;visiteur bn:03106425n;
23;1;Attributes;11;1;C9;
24;1;Objects;13;1;fichier bn:00021475n;client bn:00019764n;commentaire bn:00020978n;délimiter bn:00086464v;case à cocher bn:03157691n;nombre bn:00058285n;interpréter bn:00089840v;côté serveur bn:03816678n;serveur bn:00044916n;côté client bn:03163702n;typage bn:00016413n;pointeur bn:03222272n;casse bn:03225002n;
24;1;Attributes;13;1;C2;
25;1;Objects;14;1;page web bn:00080778n;navigateur bn:00013447n;serveur web bn:02705179n;texte bn:00076732n;concerner bn:00083240v;délimiter bn:00086464v;nombre bn:00058285n;zones bn:00005513n;utilisateur bn:00079373n;associer bn:00082868v;personne bn:00046516n;machine bn:00054050n;mysql bn:01225760n;salaire bn:15928884n;
25;1;Attributes;14;1;C1;
26;1;Objects;15;1;client bn:00019764n;url bn:00079080n;langage bn:00049910n;case bn:04777941n;fermeture bn:16858148n;site bn:00047172n;france bn:00036202n;timestamp bn:03603649n;session bn:03751534n;chaîne bn:00074685n;entête bn:00043309n;valeur bn:00079508n;généralité bn:00041249n;autre bn:00108013a;avoir accès bn:00082209v;
26;1;Attributes;15;1;C7;
27;1;Objects;16;1;client bn:00019764n;donnée bn:00025314n;php bn:01753580n;code bn:00020354n;fois bn:00032768n;post bn:01500184n;text bn:14981519n;jour bn:00000086n;site bn:00047172n;foreach bn:03463379n;cle bn:04756252n;opérateur bn:16281811n;class bn:03598962n;mysqli bn:01438356n;bienvenue bn:00080852n;paris bn:00015540n;
27;1;Attributes;16;1;C8;
28;0;Objects;79;0;page web bn:00080778n;navigateur bn:00013447n;serveur web bn:02705179n;fichier bn:00021475n;client bn:00019764n;base de donnée bn:00025333n;donnée bn:00025314n;php bn:01753580n;java bn:00048043n;code bn:00020354n;texte bn:00076732n;concerner bn:00083240v;commentaire bn:00020978n;délimiter bn:00086464v;fois bn:00032768n;url bn:00079080n;case à cocher bn:03157691n;post bn:01500184n;nombre bn:00058285n;text bn:14981519n;langage bn:00049910n;zones bn:00005513n;utilisateur bn:00079373n;case bn:04777941n;associer bn:00082868v;personne bn:00046516n;méthode post bn:00045088n;fermeture bn:16858148n;machine bn:00054050n;mysql bn:01225760n;salaire bn:15928884n;jour bn:00000086n;programmation bn:00021493n;site bn:00047172n;france bn:00036202n;langage de script bn:01431715n;interpréter bn:00089840v;côté serveur bn:03816678n;serveur bn:00044916n;côté client bn:03163702n;typage bn:00016413n;foreach bn:03463379n;pointeur bn:03222272n;list bn:04720346n;casse bn:03225002n;méthode bn:01641329n;cle bn:04756252n;mot bn:00081546n;timestamp bn:03603649n;session bn:03751534n;chaîne bn:00074685n;opérateur bn:16281811n;classe bn:03608262n;exceptions bn:00032118n;moteur bn:00030850n;xml bn:02771436n;entête bn:00043309n;echo bn:03626250n;files bn:00065682n;class bn:03598962n;affiche bn:00087013v;configuration bn:03088982n;insert bn:03795444n;varchar bn:01838409n;mise bn:00016287n;transaction bn:01403911n;valeur bn:00079508n;visiteur bn:03106425n;publique bn:00109211a;composer bn:14766022n;doctype bn:15839327n;positionnement bn:00030615n;mysqli bn:01438356n;null bn:15898583n;généralité bn:00041249n;autre bn:00108013a;avoir accès bn:00082209v;bienvenue bn:00080852n;paris bn:00015540n;
28;0;Attributes;79;0;
